Extent_north,Datetime,Extent_south,Extent_total
14.997,1996-03-19,4.398,19.395
15.007,1996-03-20,4.552,19.558999999999997
15.047,1996-03-21,4.609,19.656
15.086,1996-03-22,4.668,19.754
14.998,1996-03-23,4.791,19.789
14.966,1996-03-24,4.818,19.784
14.895,1996-03-25,4.925,19.82
14.925,1996-03-26,5.073,19.998
14.916,1996-03-27,5.204,20.12
14.976,1996-03-28,5.339,20.315
15.006,1996-03-29,5.439,20.445
15.016,1996-03-30,5.554,20.57
14.979,1996-03-31,5.641,20.619999999999997
14.827,1996-04-01,5.7,20.527
14.7,1996-04-02,5.807,20.506999999999998
14.63,1996-04-03,5.87,20.5
14.534,1996-04-04,6.006,20.54
14.476,1996-04-05,6.058,20.534
14.404,1996-04-06,6.158,20.562
14.373,1996-04-07,6.268,20.641
14.343,1996-04-08,6.403,20.746
14.35,1996-04-09,6.501,20.851
14.359,1996-04-10,6.622,20.981
14.324,1996-04-11,6.742,21.066
14.299,1996-04-12,6.909,21.208
14.268,1996-04-13,6.992,21.26
14.245,1996-04-14,7.055,21.299999999999997
14.213,1996-04-15,7.171,21.384
14.16,1996-04-16,7.291,21.451
14.128,1996-04-17,7.404,21.532
14.126,1996-04-18,7.531,21.657
14.109,1996-04-19,7.654,21.762999999999998
14.071,1996-04-20,7.885,21.956
14.106,1996-04-21,7.983,22.089
14.102,1996-04-22,7.988,22.09
14.097,1996-04-23,8.075,22.171999999999997
14.093,1996-04-24,8.235,22.328
13.991,1996-04-25,8.38,22.371000000000002
13.969,1996-04-26,8.437,22.406
13.916,1996-04-27,8.624,22.54
13.885,1996-04-28,8.75,22.634999999999998
13.759,1996-04-29,8.883,22.642
13.619,1996-04-30,9.016,22.634999999999998
13.547,1996-05-01,9.138,22.685000000000002
13.541,1996-05-02,9.294,22.835
13.539,1996-05-03,9.441,22.98
13.516,1996-05-04,9.628,23.144
13.49,1996-05-05,9.766,23.256
13.43,1996-05-06,9.87,23.299999999999997
13.312,1996-05-07,10.015,23.326999999999998
13.329,1996-05-08,10.151,23.48
13.307,1996-05-09,10.257,23.564
13.281,1996-05-10,10.277,23.558
13.165,1996-05-11,10.307,23.472
13.1,1996-05-12,10.373,23.473
13.079,1996-05-13,10.464,23.543
13.051,1996-05-14,10.508,23.558999999999997
13.017,1996-05-15,10.698,23.715
13.045,1996-05-16,10.836,23.881
13.039,1996-05-17,10.956,23.994999999999997
13.06,1996-05-18,11.045,24.105
13.021,1996-05-19,11.184,24.205
13.05,1996-05-20,11.365,24.415
13.009,1996-05-21,11.482,24.491
12.938,1996-05-22,11.591,24.529
12.934,1996-05-23,11.691,24.625
12.881,1996-05-24,11.876,24.756999999999998
12.841,1996-05-25,11.992,24.833
12.783,1996-05-26,12.147,24.93
12.758,1996-05-27,12.262,25.02
12.814,1996-05-28,12.295,25.109
12.76,1996-05-29,12.367,25.127000000000002
12.668,1996-05-30,12.517,25.185
12.626,1996-05-31,12.626,25.252
12.494,1996-06-01,12.77,25.264
12.486,1996-06-02,12.882,25.368000000000002
12.439,1996-06-03,12.892,25.331
12.419,1996-06-04,12.936,25.355
12.39,1996-06-05,12.928,25.318
12.391,1996-06-06,12.987,25.378
12.344,1996-06-07,13.006,25.35
12.311,1996-06-08,13.091,25.402
12.26,1996-06-09,13.227,25.487000000000002
12.239,1996-06-10,13.323,25.562
12.236,1996-06-11,13.354,25.59
12.203,1996-06-12,13.467,25.67
12.199,1996-06-13,13.73,25.929000000000002
12.179,1996-06-14,13.83,26.009
12.145,1996-06-15,13.877,26.022
12.115,1996-06-16,13.972,26.087
12.068,1996-06-17,14.126,26.194
12.025,1996-06-18,14.204,26.229
12.0,1996-06-19,14.231,26.231
11.997,1996-06-20,14.356,26.353
11.989,1996-06-21,14.443,26.432000000000002
11.932,1996-06-22,14.481,26.413
11.843,1996-06-23,14.599,26.442
11.82,1996-06-24,14.695,26.515
11.795,1996-06-25,14.707,26.502000000000002
11.727,1996-06-26,14.737,26.464
11.688,1996-06-27,14.799,26.487000000000002
11.63,1996-06-28,14.795,26.425
11.58,1996-06-29,14.815,26.395
11.571,1996-06-30,14.851,26.422
11.269,1996-07-01,14.922,26.191000000000003
11.24,1996-07-02,14.961,26.201
11.178,1996-07-03,15.065,26.243000000000002
11.154,1996-07-04,15.203,26.357
11.06,1996-07-05,15.217,26.277
10.986,1996-07-06,15.236,26.222
10.891,1996-07-07,15.349,26.240000000000002
10.886,1996-07-08,15.423,26.308999999999997
10.842,1996-07-09,15.416,26.258000000000003
10.751,1996-07-10,15.485,26.235999999999997
10.649,1996-07-11,15.568,26.217
10.476,1996-07-12,15.721,26.197000000000003
10.375,1996-07-13,15.862,26.237000000000002
10.264,1996-07-14,15.911,26.174999999999997
10.217,1996-07-15,16.021,26.238
10.178,1996-07-16,16.198,26.376
10.172,1996-07-17,16.35,26.522000000000002
10.016,1996-07-18,16.438,26.454
9.996,1996-07-19,16.58,26.576
9.854,1996-07-20,16.673,26.526999999999997
9.7,1996-07-21,16.709,26.409
9.63,1996-07-22,16.813,26.442999999999998
9.544,1996-07-23,16.75,26.294
9.487,1996-07-24,16.706,26.192999999999998
9.385,1996-07-25,16.819,26.204
9.325,1996-07-26,16.927,26.252
9.284,1996-07-27,17.018,26.302
9.19,1996-07-28,17.088,26.278
9.101,1996-07-29,17.049,26.15
9.03,1996-07-30,17.112,26.141999999999996
8.962,1996-07-31,17.12,26.082
8.925,1996-08-01,17.131,26.056
8.844,1996-08-02,17.237,26.080999999999996
8.792,1996-08-03,17.297,26.089
8.723,1996-08-04,17.31,26.033
8.661,1996-08-05,17.329,25.990000000000002
8.708,1996-08-06,17.395,26.103
8.642,1996-08-07,17.459,26.101
8.621,1996-08-08,17.423,26.043999999999997
8.544,1996-08-09,17.36,25.904
8.491,1996-08-10,17.41,25.901
8.415,1996-08-11,17.557,25.971999999999998
8.378,1996-08-12,17.53,25.908
8.348,1996-08-13,17.57,25.918
8.247,1996-08-14,17.619,25.866
8.196,1996-08-15,17.735,25.930999999999997
8.163,1996-08-16,17.808,25.971
8.172,1996-08-17,17.842,26.014
8.031,1996-08-18,17.843,25.874000000000002
8.041,1996-08-19,17.86,25.901
7.995,1996-08-20,17.816,25.811
7.945,1996-08-21,17.802,25.747
7.918,1996-08-22,17.853,25.771
7.878,1996-08-23,17.858,25.736
7.822,1996-08-24,17.952,25.774
7.752,1996-08-25,18.121,25.872999999999998
7.636,1996-08-26,18.261,25.897
7.628,1996-08-27,18.277,25.905
7.614,1996-08-28,18.262,25.876
7.489,1996-08-29,18.272,25.761
7.496,1996-08-30,18.385,25.881
7.479,1996-08-31,18.409,25.887999999999998
7.356,1996-09-01,18.468,25.823999999999998
7.307,1996-09-02,18.439,25.746000000000002
7.243,1996-09-03,18.456,25.698999999999998
7.245,1996-09-04,18.456,25.701
7.198,1996-09-05,18.526,25.724
7.218,1996-09-06,18.586,25.804
7.242,1996-09-07,18.654,25.896
7.194,1996-09-08,18.734,25.928
7.165,1996-09-09,18.774,25.939
7.147,1996-09-10,18.808,25.955
7.207,1996-09-11,18.773,25.98
7.276,1996-09-12,18.686,25.962
7.393,1996-09-13,18.615,26.008
7.418,1996-09-14,18.551,25.968999999999998
7.484,1996-09-15,18.551,26.034999999999997
7.53,1996-09-16,18.62,26.150000000000002
7.531,1996-09-17,18.703,26.233999999999998
7.618,1996-09-18,18.779,26.397
7.691,1996-09-19,18.795,26.486
7.778,1996-09-20,18.773,26.551
7.863,1996-09-21,18.802,26.665
7.839,1996-09-22,18.821,26.660000000000004
7.871,1996-09-23,18.831,26.701999999999998
7.901,1996-09-24,18.75,26.651
7.954,1996-09-25,18.653,26.607
8.099,1996-09-26,18.57,26.669
8.211,1996-09-27,18.517,26.728
8.194,1996-09-28,18.457,26.651000000000003
8.172,1996-09-29,18.382,26.554000000000002
8.131,1996-09-30,18.418,26.549
8.279,1996-10-01,18.444,26.723
8.318,1996-10-02,18.342,26.659999999999997
8.303,1996-10-03,18.281,26.584
8.355,1996-10-04,18.306,26.661
8.464,1996-10-05,18.39,26.854
8.653,1996-10-06,18.387,27.04
8.746,1996-10-07,18.399,27.145000000000003
8.861,1996-10-08,18.277,27.138
8.88,1996-10-09,18.228,27.108000000000004
8.937,1996-10-10,18.166,27.103
8.957,1996-10-11,18.152,27.109
9.018,1996-10-12,18.079,27.097
9.134,1996-10-13,18.114,27.248
9.107,1996-10-14,18.112,27.218999999999998
9.182,1996-10-15,18.121,27.302999999999997
9.287,1996-10-16,18.081,27.368000000000002
9.277,1996-10-17,18.113,27.39
9.315,1996-10-18,18.083,27.397999999999996
9.415,1996-10-19,18.09,27.505
9.446,1996-10-20,18.005,27.451
9.434,1996-10-21,17.904,27.338
9.448,1996-10-22,17.855,27.303
9.576,1996-10-23,17.708,27.284
9.624,1996-10-24,17.594,27.218000000000004
9.646,1996-10-25,17.559,27.205000000000002
9.641,1996-10-26,17.526,27.167
9.691,1996-10-27,17.425,27.116
9.743,1996-10-28,17.348,27.091
9.689,1996-10-29,17.295,26.984
9.745,1996-10-30,17.263,27.008000000000003
9.819,1996-10-31,17.254,27.073
9.812,1996-11-01,17.275,27.086999999999996
9.845,1996-11-02,17.177,27.022
9.795,1996-11-03,17.123,26.918
9.846,1996-11-04,17.077,26.923000000000002
9.842,1996-11-05,17.019,26.860999999999997
9.895,1996-11-06,16.974,26.869
9.995,1996-11-07,16.891,26.885999999999996
9.972,1996-11-08,16.793,26.765
9.978,1996-11-09,16.678,26.656
10.021,1996-11-10,16.612,26.633
9.98,1996-11-11,16.555,26.535
10.084,1996-11-12,16.465,26.549
10.182,1996-11-13,16.365,26.546999999999997
10.319,1996-11-14,16.292,26.611000000000004
10.32,1996-11-15,16.139,26.459
10.182,1996-11-16,16.027,26.209000000000003
10.284,1996-11-17,15.822,26.106
10.403,1996-11-18,15.614,26.017000000000003
10.486,1996-11-19,15.451,25.937
10.537,1996-11-20,15.341,25.878
10.693,1996-11-21,15.123,25.816
10.721,1996-11-22,14.844,25.564999999999998
10.827,1996-11-23,14.707,25.534
10.853,1996-11-24,14.485,25.338
10.896,1996-11-25,14.292,25.188000000000002
11.092,1996-11-26,14.187,25.279
11.109,1996-11-27,13.872,24.981
11.242,1996-11-28,13.62,24.862000000000002
11.391,1996-11-29,13.427,24.817999999999998
11.449,1996-11-30,13.29,24.738999999999997
11.605,1996-12-01,13.116,24.721
11.735,1996-12-02,12.881,24.616
11.751,1996-12-03,12.804,24.555
11.991,1996-12-04,12.684,24.674999999999997
12.125,1996-12-05,12.38,24.505000000000003
12.177,1996-12-06,12.109,24.286
12.228,1996-12-07,12.02,24.247999999999998
12.342,1996-12-08,11.82,24.162
12.373,1996-12-09,11.558,23.930999999999997
12.356,1996-12-10,11.241,23.597
12.483,1996-12-11,10.936,23.419
12.644,1996-12-12,10.675,23.319000000000003
12.766,1996-12-13,10.425,23.191000000000003
12.878,1996-12-14,10.032,22.91
12.832,1996-12-15,9.707,22.539
12.944,1996-12-16,9.441,22.385
13.006,1996-12-17,9.21,22.216
13.106,1996-12-18,8.96,22.066000000000003
13.161,1996-12-19,8.727,21.887999999999998
13.194,1996-12-20,8.601,21.795
13.316,1996-12-21,8.308,21.624000000000002
13.3,1996-12-22,8.159,21.459000000000003
13.429,1996-12-23,8.011,21.439999999999998
13.597,1996-12-24,7.709,21.305999999999997
13.63,1996-12-25,7.467,21.097
13.613,1996-12-26,7.236,20.849
13.561,1996-12-27,6.979,20.54
13.546,1996-12-28,6.749,20.294999999999998
13.653,1996-12-29,6.555,20.208
13.704,1996-12-30,6.414,20.118000000000002
13.653,1996-12-31,6.334,19.987000000000002
13.657,1997-01-01,6.087,19.744
13.801,1997-01-02,5.962,19.762999999999998
13.837,1997-01-03,5.788,19.625
13.864,1997-01-04,5.539,19.403
14.016,1997-01-05,5.287,19.303
14.139,1997-01-06,5.178,19.317
14.188,1997-01-07,5.045,19.233
14.321,1997-01-08,4.837,19.158
14.258,1997-01-09,4.692,18.95
14.238,1997-01-10,4.604,18.842
14.257,1997-01-11,4.479,18.736
14.323,1997-01-12,4.382,18.705
14.417,1997-01-13,4.341,18.758
14.336,1997-01-14,4.173,18.509
14.334,1997-01-15,4.11,18.444
14.347,1997-01-16,4.002,18.349
14.42,1997-01-17,3.908,18.328
14.565,1997-01-18,3.894,18.459
14.592,1997-01-19,3.799,18.391000000000002
14.666,1997-01-20,3.701,18.367
14.637,1997-01-21,3.632,18.269000000000002
14.686,1997-01-22,3.551,18.237000000000002
14.752,1997-01-23,3.499,18.251
14.719,1997-01-24,3.442,18.161
14.756,1997-01-25,3.334,18.09
14.789,1997-01-26,3.279,18.067999999999998
14.7,1997-01-27,3.19,17.89
14.707,1997-01-28,3.172,17.879
14.81,1997-01-29,3.109,17.919
14.872,1997-01-30,3.073,17.945
14.938,1997-01-31,3.026,17.964
15.013,1997-02-01,3.013,18.026
15.051,1997-02-02,3.033,18.084
15.194,1997-02-03,2.93,18.124000000000002
15.287,1997-02-04,2.826,18.113
15.303,1997-02-05,2.804,18.107
15.369,1997-02-06,2.767,18.136
15.394,1997-02-07,2.588,17.982
15.418,1997-02-08,2.528,17.945999999999998
15.377,1997-02-09,2.491,17.868000000000002
15.452,1997-02-10,2.488,17.94
15.461,1997-02-11,2.483,17.944
15.418,1997-02-12,2.454,17.872
15.499,1997-02-13,2.437,17.936
15.509,1997-02-14,2.415,17.924
15.574,1997-02-15,2.38,17.954
15.649,1997-02-16,2.339,17.988
15.65,1997-02-17,2.327,17.977
15.635,1997-02-18,2.378,18.012999999999998
15.5,1997-02-19,2.311,17.811
15.481,1997-02-20,2.319,17.8
15.538,1997-02-21,2.299,17.837
15.533,1997-02-22,2.314,17.847
15.466,1997-02-23,2.302,17.768
15.496,1997-02-24,2.299,17.795
15.447,1997-02-25,2.29,17.737
15.41,1997-02-26,2.295,17.705
15.469,1997-02-27,2.264,17.733
15.635,1997-02-28,2.333,17.968
15.578,1997-03-01,2.377,17.955
15.617,1997-03-02,2.473,18.09
15.406,1997-03-03,2.507,17.913
15.353,1997-03-04,2.566,17.919
15.333,1997-03-05,2.674,18.007
15.379,1997-03-06,2.673,18.052
15.372,1997-03-07,2.744,18.116
15.361,1997-03-08,2.798,18.159
15.323,1997-03-09,2.901,18.224
15.342,1997-03-10,2.967,18.309
15.386,1997-03-11,3.092,18.477999999999998
15.408,1997-03-12,3.122,18.53
15.519,1997-03-13,3.166,18.685
15.488,1997-03-14,3.226,18.714
15.505,1997-03-15,3.322,18.827
15.504,1997-03-16,3.34,18.844
15.567,1997-03-17,3.4,18.967
15.597,1997-03-18,3.443,19.04
15.6,1997-03-19,3.541,19.141
15.684,1997-03-20,3.707,19.391
15.66,1997-03-21,3.851,19.511
15.556,1997-03-22,3.98,19.535999999999998
15.645,1997-03-23,4.067,19.712
15.623,1997-03-24,4.152,19.775
15.63,1997-03-25,4.244,19.874000000000002
15.554,1997-03-26,4.259,19.813000000000002
15.324,1997-03-27,4.388,19.712
15.24,1997-03-28,4.432,19.672
15.282,1997-03-29,4.539,19.820999999999998
15.333,1997-03-30,4.577,19.91
15.324,1997-03-31,4.651,19.975
15.206,1997-04-01,4.812,20.018
15.216,1997-04-02,4.935,20.151
15.174,1997-04-03,5.133,20.307
15.077,1997-04-04,5.208,20.285
15.062,1997-04-05,5.335,20.397
15.093,1997-04-06,5.445,20.538
15.154,1997-04-07,5.521,20.675
15.072,1997-04-08,5.618,20.689999999999998
14.92,1997-04-09,5.771,20.691
14.786,1997-04-10,5.815,20.601
14.734,1997-04-11,5.879,20.613
14.606,1997-04-12,6.047,20.653
14.617,1997-04-13,6.188,20.805
14.527,1997-04-14,6.331,20.858
14.5,1997-04-15,6.452,20.951999999999998
14.43,1997-04-16,6.614,21.044
14.334,1997-04-17,6.717,21.051
14.301,1997-04-18,6.84,21.141
14.271,1997-04-19,6.971,21.242
14.245,1997-04-20,7.051,21.296
14.243,1997-04-21,7.077,21.32
14.207,1997-04-22,7.22,21.427
14.186,1997-04-23,7.295,21.481
14.145,1997-04-24,7.361,21.506
14.18,1997-04-25,7.499,21.679
14.145,1997-04-26,7.639,21.784
14.157,1997-04-27,7.793,21.95
14.152,1997-04-28,7.919,22.070999999999998
14.118,1997-04-29,8.076,22.194000000000003
14.033,1997-04-30,8.208,22.241
13.906,1997-05-01,8.32,22.226
13.877,1997-05-02,8.503,22.380000000000003
13.829,1997-05-03,8.703,22.532
13.862,1997-05-04,8.834,22.695999999999998
13.791,1997-05-05,8.888,22.679000000000002
13.794,1997-05-06,8.978,22.772
13.688,1997-05-07,9.135,22.823
13.556,1997-05-08,9.304,22.86
13.497,1997-05-09,9.404,22.901
13.522,1997-05-10,9.532,23.054000000000002
13.458,1997-05-11,9.659,23.117
13.387,1997-05-12,9.793,23.18
13.315,1997-05-13,9.849,23.164
13.282,1997-05-14,9.965,23.247
13.193,1997-05-15,10.09,23.283
13.154,1997-05-16,10.154,23.308
13.055,1997-05-17,10.275,23.33
12.965,1997-05-18,10.364,23.329
13.022,1997-05-19,10.52,23.542
12.88,1997-05-20,10.639,23.519
12.762,1997-05-21,10.803,23.565
12.772,1997-05-22,10.891,23.663
12.787,1997-05-23,10.9,23.687
12.753,1997-05-24,11.025,23.778
12.721,1997-05-25,11.159,23.880000000000003
12.711,1997-05-26,11.214,23.925
12.675,1997-05-27,11.275,23.950000000000003
12.611,1997-05-28,11.316,23.927
12.607,1997-05-29,11.356,23.963
12.578,1997-05-30,11.457,24.035
12.482,1997-05-31,11.538,24.02
12.29,1997-06-01,11.644,23.933999999999997
12.285,1997-06-02,11.872,24.157
12.283,1997-06-03,12.038,24.320999999999998
12.219,1997-06-04,12.072,24.290999999999997
12.23,1997-06-05,12.102,24.332
12.206,1997-06-06,12.22,24.426000000000002
12.213,1997-06-07,12.286,24.499
12.248,1997-06-08,12.386,24.634
12.2,1997-06-09,12.545,24.744999999999997
12.167,1997-06-10,12.669,24.836
12.042,1997-06-11,12.794,24.836
12.01,1997-06-12,12.875,24.884999999999998
11.974,1997-06-13,12.854,24.828
11.968,1997-06-14,12.794,24.762
11.873,1997-06-15,12.874,24.747
11.811,1997-06-16,13.06,24.871000000000002
11.691,1997-06-17,13.236,24.927
11.664,1997-06-18,13.388,25.052
11.583,1997-06-19,13.406,24.989
11.513,1997-06-20,13.523,25.036
11.459,1997-06-21,13.658,25.116999999999997
11.397,1997-06-22,13.679,25.076
11.352,1997-06-23,13.768,25.12
11.34,1997-06-24,13.883,25.223
11.276,1997-06-25,14.053,25.329
11.148,1997-06-26,14.176,25.323999999999998
11.054,1997-06-27,14.32,25.374000000000002
10.968,1997-06-28,14.371,25.339
10.878,1997-06-29,14.449,25.326999999999998
10.809,1997-06-30,14.486,25.295
10.667,1997-07-01,14.523,25.189999999999998
10.577,1997-07-02,14.656,25.233
10.544,1997-07-03,14.837,25.381
10.484,1997-07-04,14.987,25.471
10.383,1997-07-05,15.057,25.439999999999998
10.322,1997-07-06,15.123,25.445
10.221,1997-07-07,15.164,25.384999999999998
10.132,1997-07-08,15.246,25.378
10.081,1997-07-09,15.303,25.384
9.948,1997-07-10,15.345,25.293
9.722,1997-07-11,15.432,25.154
9.735,1997-07-12,15.573,25.308
9.652,1997-07-13,15.712,25.363999999999997
9.512,1997-07-14,15.806,25.317999999999998
9.37,1997-07-15,15.873,25.243
9.322,1997-07-16,15.941,25.262999999999998
9.319,1997-07-17,15.992,25.311
9.233,1997-07-18,16.024,25.257
9.101,1997-07-19,16.168,25.269
9.088,1997-07-20,16.259,25.347
9.037,1997-07-21,16.379,25.416000000000004
8.949,1997-07-22,16.439,25.387999999999998
8.751,1997-07-23,16.545,25.296
8.696,1997-07-24,16.672,25.368000000000002
8.553,1997-07-25,16.76,25.313000000000002
8.542,1997-07-26,16.868,25.409999999999997
8.53,1997-07-27,16.893,25.423000000000002
8.543,1997-07-28,16.933,25.476
8.39,1997-07-29,16.951,25.341
8.252,1997-07-30,17.025,25.277
8.08,1997-07-31,17.055,25.134999999999998
7.979,1997-08-01,17.051,25.029999999999998
7.913,1997-08-02,17.12,25.033
7.863,1997-08-03,17.101,24.964
7.755,1997-08-04,17.148,24.903
7.78,1997-08-05,17.123,24.903000000000002
7.701,1997-08-06,17.024,24.725
7.577,1997-08-07,17.045,24.622
7.533,1997-08-08,17.226,24.759
7.486,1997-08-09,17.311,24.797
7.367,1997-08-10,17.345,24.712
7.399,1997-08-11,17.359,24.758000000000003
7.345,1997-08-12,17.45,24.794999999999998
7.296,1997-08-13,17.585,24.881
7.343,1997-08-14,17.67,25.013
7.315,1997-08-15,17.721,25.036
7.275,1997-08-16,17.815,25.090000000000003
7.239,1997-08-17,17.922,25.161
7.204,1997-08-18,17.965,25.169
7.242,1997-08-19,18.045,25.287000000000003
7.147,1997-08-20,18.031,25.177999999999997
7.185,1997-08-21,18.067,25.252
7.224,1997-08-22,18.05,25.274
7.151,1997-08-23,18.025,25.176
7.012,1997-08-24,18.068,25.080000000000002
6.906,1997-08-25,18.103,25.009
6.822,1997-08-26,18.106,24.928
6.806,1997-08-27,18.095,24.901
6.774,1997-08-28,18.084,24.858
6.741,1997-08-29,18.14,24.881
6.722,1997-08-30,18.211,24.933
6.734,1997-08-31,18.209,24.942999999999998
6.671,1997-09-01,18.33,25.000999999999998
6.628,1997-09-02,18.442,25.07
6.602,1997-09-03,18.461,25.063
6.632,1997-09-04,18.515,25.147
6.684,1997-09-05,18.564,25.248
6.661,1997-09-06,18.618,25.278999999999996
6.707,1997-09-07,18.648,25.355
6.69,1997-09-08,18.692,25.382
6.663,1997-09-09,18.691,25.354
6.701,1997-09-10,18.711,25.412
6.702,1997-09-11,18.678,25.380000000000003
6.658,1997-09-12,18.609,25.267000000000003
6.686,1997-09-13,18.617,25.303
6.686,1997-09-14,18.526,25.212
6.678,1997-09-15,18.527,25.205000000000002
6.654,1997-09-16,18.536,25.19
6.644,1997-09-17,18.492,25.136000000000003
6.645,1997-09-18,18.613,25.258
6.623,1997-09-19,18.675,25.298000000000002
6.612,1997-09-20,18.714,25.326
6.661,1997-09-21,18.782,25.442999999999998
6.617,1997-09-22,18.792,25.409000000000002
6.624,1997-09-23,18.717,25.340999999999998
6.671,1997-09-24,18.669,25.34
6.737,1997-09-25,18.624,25.360999999999997
6.72,1997-09-26,18.623,25.343
6.759,1997-09-27,18.663,25.422
6.797,1997-09-28,18.507,25.304000000000002
6.894,1997-09-29,18.451,25.345
6.883,1997-09-30,18.406,25.288999999999998
7.066,1997-10-01,18.369,25.435
7.108,1997-10-02,18.39,25.498
7.223,1997-10-03,18.445,25.668
7.339,1997-10-04,18.489,25.828000000000003
7.425,1997-10-05,18.422,25.847
7.367,1997-10-06,18.45,25.817
7.422,1997-10-07,18.58,26.002
7.531,1997-10-08,18.428,25.959
7.739,1997-10-09,18.329,26.068
7.814,1997-10-10,18.261,26.075
7.805,1997-10-11,18.207,26.012
7.95,1997-10-12,18.251,26.201
8.109,1997-10-13,18.233,26.342
8.322,1997-10-14,18.2,26.522
8.263,1997-10-15,18.182,26.445
8.312,1997-10-16,18.151,26.463
8.433,1997-10-17,18.042,26.475
8.516,1997-10-18,18.059,26.575000000000003
8.562,1997-10-19,18.004,26.566000000000003
8.648,1997-10-20,17.807,26.455
8.788,1997-10-21,17.735,26.523
8.921,1997-10-22,17.657,26.578
8.891,1997-10-23,17.628,26.519
9.048,1997-10-24,17.613,26.661
9.126,1997-10-25,17.603,26.729
9.244,1997-10-26,17.515,26.759
9.334,1997-10-27,17.442,26.776
9.407,1997-10-28,17.417,26.824
9.472,1997-10-29,17.364,26.836
9.57,1997-10-30,17.292,26.862000000000002
9.678,1997-10-31,17.23,26.908
9.788,1997-11-01,17.156,26.944
9.797,1997-11-02,17.201,26.998
9.907,1997-11-03,17.068,26.975
9.936,1997-11-04,17.037,26.973
10.013,1997-11-05,17.002,27.015
10.13,1997-11-06,16.917,27.047000000000004
10.108,1997-11-07,16.863,26.971
10.158,1997-11-08,16.77,26.927999999999997
10.292,1997-11-09,16.737,27.028999999999996
10.358,1997-11-10,16.625,26.983
10.425,1997-11-11,16.467,26.892
10.455,1997-11-12,16.326,26.781
10.504,1997-11-13,16.26,26.764000000000003
10.687,1997-11-14,16.239,26.926000000000002
10.576,1997-11-15,16.083,26.659
10.578,1997-11-16,15.904,26.482
10.572,1997-11-17,15.813,26.384999999999998
10.713,1997-11-18,15.655,26.368
10.77,1997-11-19,15.466,26.235999999999997
10.824,1997-11-20,15.242,26.066000000000003
10.89,1997-11-21,15.089,25.979
10.977,1997-11-22,14.936,25.913
11.015,1997-11-23,14.816,25.831000000000003
11.155,1997-11-24,14.536,25.691
11.288,1997-11-25,14.349,25.637
11.473,1997-11-26,14.194,25.667
