Extent_north,Datetime,Extent_south,Extent_total
14.773,1994-04-21,7.755,22.528
14.65,1994-04-22,7.828,22.478
14.634,1994-04-23,7.882,22.516
14.632,1994-04-24,7.999,22.631
14.618,1994-04-25,8.1,22.718
14.635,1994-04-26,8.161,22.796
14.578,1994-04-27,8.3,22.878
14.519,1994-04-28,8.365,22.884
14.418,1994-04-29,8.499,22.917
14.3,1994-04-30,8.609,22.909
14.126,1994-05-01,8.733,22.859
14.187,1994-05-02,8.847,23.034
14.147,1994-05-03,8.968,23.115000000000002
14.099,1994-05-04,9.037,23.136000000000003
14.105,1994-05-05,9.159,23.264000000000003
14.123,1994-05-06,9.308,23.430999999999997
14.028,1994-05-07,9.449,23.477
13.941,1994-05-08,9.582,23.523000000000003
13.91,1994-05-09,9.692,23.602
13.906,1994-05-10,9.79,23.695999999999998
13.871,1994-05-11,9.912,23.783
13.842,1994-05-12,9.995,23.837
13.804,1994-05-13,10.109,23.913
13.782,1994-05-14,10.208,23.990000000000002
13.707,1994-05-15,10.342,24.049
13.668,1994-05-16,10.466,24.134
13.655,1994-05-17,10.558,24.213
13.61,1994-05-18,10.725,24.335
13.517,1994-05-19,10.905,24.421999999999997
13.502,1994-05-20,11.032,24.534
13.461,1994-05-21,11.14,24.601
13.384,1994-05-22,11.141,24.525
13.296,1994-05-23,11.139,24.435
13.188,1994-05-24,11.208,24.396
13.157,1994-05-25,11.277,24.433999999999997
13.127,1994-05-26,11.358,24.485
13.11,1994-05-27,11.445,24.555
13.112,1994-05-28,11.536,24.648
13.039,1994-05-29,11.681,24.72
12.985,1994-05-30,11.907,24.892
12.967,1994-05-31,11.999,24.966
12.779,1994-06-01,12.108,24.887
12.696,1994-06-02,12.162,24.858
12.599,1994-06-03,12.23,24.829
12.575,1994-06-04,12.325,24.9
12.543,1994-06-05,12.468,25.011
12.52,1994-06-06,12.634,25.154
12.487,1994-06-07,12.798,25.285
12.383,1994-06-08,12.9,25.283
12.301,1994-06-09,12.959,25.259999999999998
12.295,1994-06-10,12.969,25.264
12.304,1994-06-11,13.04,25.344
12.239,1994-06-12,13.129,25.368000000000002
12.133,1994-06-13,13.23,25.363
12.137,1994-06-14,13.3,25.437
12.066,1994-06-15,13.389,25.455
11.968,1994-06-16,13.526,25.494
11.911,1994-06-17,13.639,25.549999999999997
11.896,1994-06-18,13.84,25.736
11.826,1994-06-19,13.972,25.798000000000002
11.777,1994-06-20,14.17,25.947
11.743,1994-06-21,14.31,26.053
11.68,1994-06-22,14.438,26.118000000000002
11.704,1994-06-23,14.474,26.178
11.626,1994-06-24,14.513,26.139
11.507,1994-06-25,14.537,26.044
11.442,1994-06-26,14.693,26.134999999999998
11.426,1994-06-27,14.7,26.125999999999998
11.356,1994-06-28,14.723,26.079
11.341,1994-06-29,14.781,26.122
11.232,1994-06-30,14.847,26.079
11.091,1994-07-01,14.933,26.024
11.0,1994-07-02,14.964,25.964
10.94,1994-07-03,15.055,25.994999999999997
10.905,1994-07-04,15.201,26.106
10.869,1994-07-05,15.365,26.234
10.844,1994-07-06,15.548,26.392
10.737,1994-07-07,15.643,26.380000000000003
10.719,1994-07-08,15.611,26.33
10.578,1994-07-09,15.604,26.182
10.498,1994-07-10,15.667,26.165
10.441,1994-07-11,15.76,26.201
10.402,1994-07-12,15.887,26.289
10.304,1994-07-13,15.995,26.299
10.157,1994-07-14,16.11,26.267
10.013,1994-07-15,16.275,26.287999999999997
9.955,1994-07-16,16.391,26.345999999999997
9.821,1994-07-17,16.476,26.296999999999997
9.761,1994-07-18,16.525,26.285999999999998
9.658,1994-07-19,16.629,26.287
9.534,1994-07-20,16.793,26.326999999999998
9.379,1994-07-21,16.938,26.317
9.273,1994-07-22,17.044,26.317
9.268,1994-07-23,17.097,26.365000000000002
9.218,1994-07-24,17.177,26.395
9.104,1994-07-25,17.198,26.302
9.08,1994-07-26,17.168,26.247999999999998
9.007,1994-07-27,17.125,26.131999999999998
8.937,1994-07-28,17.223,26.159999999999997
8.824,1994-07-29,17.227,26.051000000000002
8.734,1994-07-30,17.283,26.017000000000003
8.629,1994-07-31,17.263,25.892000000000003
8.505,1994-08-01,17.287,25.792
8.377,1994-08-02,17.246,25.622999999999998
8.37,1994-08-03,17.226,25.595999999999997
8.344,1994-08-04,17.28,25.624000000000002
8.229,1994-08-05,17.342,25.570999999999998
8.209,1994-08-06,17.425,25.634
8.089,1994-08-07,17.484,25.573
7.956,1994-08-08,17.519,25.474999999999998
7.912,1994-08-09,17.521,25.433
7.816,1994-08-10,17.581,25.397
7.724,1994-08-11,17.554,25.278
7.709,1994-08-12,17.504,25.213
7.627,1994-08-13,17.594,25.221
7.545,1994-08-14,17.687,25.232
7.588,1994-08-15,17.721,25.309
7.533,1994-08-16,17.806,25.339000000000002
7.428,1994-08-17,17.774,25.202
7.381,1994-08-18,17.697,25.078
7.446,1994-08-19,17.68,25.125999999999998
7.367,1994-08-20,17.786,25.153000000000002
7.272,1994-08-21,17.929,25.201
7.339,1994-08-22,17.938,25.277
7.334,1994-08-23,18.075,25.409
7.273,1994-08-24,18.217,25.49
7.282,1994-08-25,18.32,25.602
7.197,1994-08-26,18.446,25.643
7.24,1994-08-27,18.524,25.764000000000003
7.242,1994-08-28,18.604,25.846
7.258,1994-08-29,18.671,25.929
7.161,1994-08-30,18.762,25.923000000000002
7.065,1994-08-31,18.827,25.892000000000003
7.072,1994-09-01,18.737,25.808999999999997
7.023,1994-09-02,18.743,25.766
7.027,1994-09-03,18.719,25.746000000000002
6.946,1994-09-04,18.744,25.689999999999998
6.934,1994-09-05,18.752,25.686
6.956,1994-09-06,18.735,25.691
6.995,1994-09-07,18.677,25.672
6.973,1994-09-08,18.599,25.572
6.992,1994-09-09,18.531,25.523
6.938,1994-09-10,18.52,25.458
6.97,1994-09-11,18.574,25.544
7.019,1994-09-12,18.564,25.583
6.945,1994-09-13,18.574,25.519000000000002
6.975,1994-09-14,18.526,25.500999999999998
7.027,1994-09-15,18.565,25.592000000000002
7.145,1994-09-16,18.512,25.657
7.096,1994-09-17,18.46,25.556
7.118,1994-09-18,18.529,25.647
7.139,1994-09-19,18.558,25.697
7.19,1994-09-20,18.581,25.771
7.182,1994-09-21,18.545,25.727000000000004
7.185,1994-09-22,18.552,25.737
7.192,1994-09-23,18.514,25.706
7.243,1994-09-24,18.56,25.802999999999997
7.303,1994-09-25,18.634,25.937
7.362,1994-09-26,18.588,25.950000000000003
7.376,1994-09-27,18.649,26.025000000000002
7.427,1994-09-28,18.676,26.102999999999998
7.617,1994-09-29,18.71,26.327
7.761,1994-09-30,18.751,26.512
7.894,1994-10-01,18.706,26.6
7.954,1994-10-02,18.668,26.622
7.983,1994-10-03,18.578,26.561
8.005,1994-10-04,18.503,26.508000000000003
8.15,1994-10-05,18.45,26.6
8.117,1994-10-06,18.377,26.494
8.168,1994-10-07,18.256,26.424
8.11,1994-10-08,18.221,26.331
8.176,1994-10-09,18.152,26.328000000000003
8.27,1994-10-10,18.102,26.372
8.364,1994-10-11,18.116,26.48
8.445,1994-10-12,18.097,26.542
8.458,1994-10-13,18.14,26.598
8.542,1994-10-14,18.09,26.631999999999998
8.652,1994-10-15,18.082,26.734
8.781,1994-10-16,18.016,26.796999999999997
8.924,1994-10-17,17.987,26.910999999999998
9.053,1994-10-18,17.988,27.041
9.079,1994-10-19,18.002,27.081
9.231,1994-10-20,18.058,27.289
9.354,1994-10-21,17.968,27.322
9.412,1994-10-22,17.958,27.369999999999997
9.564,1994-10-23,17.907,27.471
9.694,1994-10-24,17.898,27.592
9.776,1994-10-25,17.833,27.608999999999998
9.851,1994-10-26,17.811,27.662
9.953,1994-10-27,17.809,27.762
10.01,1994-10-28,17.768,27.778
10.07,1994-10-29,17.756,27.826
10.154,1994-10-30,17.75,27.904
10.18,1994-10-31,17.745,27.925
10.241,1994-11-01,17.65,27.891
10.293,1994-11-02,17.589,27.881999999999998
10.342,1994-11-03,17.561,27.903
10.422,1994-11-04,17.51,27.932000000000002
10.545,1994-11-05,17.455,28.0
10.576,1994-11-06,17.33,27.906
10.665,1994-11-07,17.301,27.965999999999998
10.685,1994-11-08,17.188,27.872999999999998
10.671,1994-11-09,17.126,27.797
10.817,1994-11-10,16.958,27.775
10.845,1994-11-11,16.676,27.521
10.944,1994-11-12,16.593,27.537
10.971,1994-11-13,16.441,27.412
11.016,1994-11-14,16.3,27.316000000000003
11.022,1994-11-15,16.167,27.189
11.042,1994-11-16,15.985,27.027
11.114,1994-11-17,15.772,26.886000000000003
11.17,1994-11-18,15.614,26.784
11.27,1994-11-19,15.389,26.659
11.348,1994-11-20,15.235,26.583
11.431,1994-11-21,15.048,26.479
11.513,1994-11-22,14.914,26.427
11.487,1994-11-23,14.781,26.268
11.592,1994-11-24,14.556,26.148
11.744,1994-11-25,14.335,26.079
11.862,1994-11-26,14.197,26.058999999999997
11.938,1994-11-27,14.049,25.987000000000002
12.023,1994-11-28,13.787,25.810000000000002
12.034,1994-11-29,13.569,25.603
12.073,1994-11-30,13.337,25.41
12.284,1994-12-01,13.135,25.419
12.363,1994-12-02,12.984,25.347
12.478,1994-12-03,12.647,25.125
12.639,1994-12-04,12.504,25.143
12.574,1994-12-05,12.23,24.804000000000002
12.632,1994-12-06,11.918,24.549999999999997
12.649,1994-12-07,11.723,24.372
12.816,1994-12-08,11.53,24.346
12.907,1994-12-09,11.348,24.255000000000003
13.004,1994-12-10,11.122,24.125999999999998
13.061,1994-12-11,10.959,24.02
13.055,1994-12-12,10.826,23.881
13.033,1994-12-13,10.537,23.57
13.069,1994-12-14,10.375,23.444000000000003
13.158,1994-12-15,10.22,23.378
13.301,1994-12-16,10.015,23.316000000000003
13.365,1994-12-17,9.836,23.201
13.509,1994-12-18,9.685,23.194000000000003
13.55,1994-12-19,9.492,23.042
13.577,1994-12-20,9.313,22.89
13.624,1994-12-21,9.143,22.767000000000003
13.673,1994-12-22,8.951,22.624000000000002
13.706,1994-12-23,8.753,22.459
13.782,1994-12-24,8.593,22.375
13.765,1994-12-25,8.321,22.086
13.83,1994-12-26,8.266,22.096
13.919,1994-12-27,8.015,21.934
13.899,1994-12-28,7.854,21.753
14.024,1994-12-29,7.686,21.71
14.074,1994-12-30,7.606,21.68
14.108,1994-12-31,7.529,21.637
14.145,1995-01-01,7.41,21.555
14.258,1995-01-02,7.256,21.514
14.335,1995-01-03,7.022,21.357
14.288,1995-01-04,6.903,21.191
14.304,1995-01-05,6.84,21.144
14.325,1995-01-06,6.779,21.104
14.364,1995-01-07,6.605,20.969
14.344,1995-01-08,6.368,20.712
14.31,1995-01-09,6.228,20.538
14.263,1995-01-10,6.148,20.411
14.336,1995-01-11,6.034,20.37
14.479,1995-01-12,5.909,20.387999999999998
14.518,1995-01-13,5.835,20.353
14.619,1995-01-14,5.753,20.372
14.56,1995-01-15,5.649,20.209
14.588,1995-01-16,5.541,20.128999999999998
14.69,1995-01-17,5.418,20.108
14.668,1995-01-18,5.324,19.991999999999997
14.737,1995-01-19,5.272,20.009
14.764,1995-01-20,5.131,19.895
14.793,1995-01-21,5.071,19.863999999999997
14.801,1995-01-22,4.978,19.779
14.826,1995-01-23,4.896,19.722
14.758,1995-01-24,4.813,19.570999999999998
14.802,1995-01-25,4.741,19.543
14.76,1995-01-26,4.681,19.441
14.794,1995-01-27,4.56,19.354
14.867,1995-01-28,4.475,19.342
14.96,1995-01-29,4.416,19.376
14.956,1995-01-30,4.374,19.33
14.966,1995-01-31,4.286,19.252
15.054,1995-02-01,4.131,19.185000000000002
15.086,1995-02-02,4.048,19.134
15.094,1995-02-03,3.993,19.087
15.139,1995-02-04,3.954,19.093
15.259,1995-02-05,3.843,19.102
15.212,1995-02-06,3.874,19.086
15.213,1995-02-07,3.738,18.951
15.251,1995-02-08,3.683,18.933999999999997
15.238,1995-02-09,3.615,18.853
15.19,1995-02-10,3.539,18.729
15.197,1995-02-11,3.508,18.705
15.281,1995-02-12,3.48,18.761
15.194,1995-02-13,3.419,18.613
15.173,1995-02-14,3.37,18.543
15.173,1995-02-15,3.37,18.543
15.181,1995-02-16,3.418,18.599
15.266,1995-02-17,3.355,18.621
15.228,1995-02-18,3.38,18.608
15.267,1995-02-19,3.414,18.681
15.245,1995-02-20,3.401,18.646
15.264,1995-02-21,3.395,18.659
15.21,1995-02-22,3.401,18.611
15.227,1995-02-23,3.339,18.566
15.352,1995-02-24,3.33,18.682000000000002
15.358,1995-02-25,3.358,18.716
15.296,1995-02-26,3.352,18.648
15.301,1995-02-27,3.448,18.749
15.37,1995-02-28,3.546,18.916
15.344,1995-03-01,3.618,18.962
15.318,1995-03-02,3.635,18.953
15.271,1995-03-03,3.689,18.96
15.326,1995-03-04,3.749,19.075
15.296,1995-03-05,3.825,19.121
15.359,1995-03-06,3.908,19.267
15.3,1995-03-07,3.921,19.221
15.333,1995-03-08,3.99,19.323
15.352,1995-03-09,4.049,19.401
15.239,1995-03-10,4.131,19.37
15.203,1995-03-11,4.191,19.394
15.138,1995-03-12,4.311,19.448999999999998
15.182,1995-03-13,4.363,19.545
15.12,1995-03-14,4.425,19.544999999999998
15.124,1995-03-15,4.516,19.64
15.191,1995-03-16,4.602,19.793
15.243,1995-03-17,4.733,19.976
15.206,1995-03-18,4.807,20.012999999999998
15.167,1995-03-19,4.815,19.982
15.251,1995-03-20,4.799,20.05
15.288,1995-03-21,4.986,20.274
15.3,1995-03-22,5.106,20.406
15.271,1995-03-23,5.194,20.465
15.256,1995-03-24,5.272,20.528
15.217,1995-03-25,5.387,20.604
15.193,1995-03-26,5.484,20.677
15.261,1995-03-27,5.466,20.727
15.289,1995-03-28,5.499,20.788
15.304,1995-03-29,5.612,20.916
15.339,1995-03-30,5.606,20.945
15.384,1995-03-31,5.73,21.114
15.219,1995-04-01,5.814,21.033
15.118,1995-04-02,5.977,21.095
15.108,1995-04-03,6.113,21.221
14.977,1995-04-04,6.16,21.137
14.906,1995-04-05,6.225,21.131
14.937,1995-04-06,6.34,21.277
14.923,1995-04-07,6.467,21.39
14.871,1995-04-08,6.619,21.490000000000002
14.71,1995-04-09,6.685,21.395
14.686,1995-04-10,6.757,21.442999999999998
14.593,1995-04-11,6.819,21.412
14.596,1995-04-12,6.899,21.495
14.536,1995-04-13,6.962,21.497999999999998
14.458,1995-04-14,7.085,21.543
14.483,1995-04-15,7.163,21.646
14.34,1995-04-16,7.277,21.617
14.325,1995-04-17,7.391,21.716
14.337,1995-04-18,7.517,21.854
14.35,1995-04-19,7.599,21.948999999999998
14.261,1995-04-20,7.683,21.944
14.231,1995-04-21,7.801,22.032
14.161,1995-04-22,7.917,22.078
14.06,1995-04-23,8.02,22.08
14.006,1995-04-24,8.111,22.117
13.984,1995-04-25,8.192,22.176000000000002
13.951,1995-04-26,8.303,22.254
13.925,1995-04-27,8.397,22.322000000000003
13.882,1995-04-28,8.531,22.413
13.814,1995-04-29,8.575,22.389
13.71,1995-04-30,8.63,22.340000000000003
13.556,1995-05-01,8.64,22.195999999999998
13.539,1995-05-02,8.68,22.219
13.54,1995-05-03,8.809,22.348999999999997
13.515,1995-05-04,8.964,22.479
13.449,1995-05-05,9.112,22.561
13.437,1995-05-06,9.216,22.653
13.419,1995-05-07,9.366,22.785
13.404,1995-05-08,9.546,22.95
13.36,1995-05-09,9.669,23.029
13.379,1995-05-10,9.839,23.218
13.388,1995-05-11,9.968,23.356
13.35,1995-05-12,10.024,23.374
13.321,1995-05-13,10.121,23.442
13.245,1995-05-14,10.278,23.523
13.212,1995-05-15,10.399,23.610999999999997
13.107,1995-05-16,10.5,23.607
13.068,1995-05-17,10.587,23.655
12.951,1995-05-18,10.684,23.634999999999998
12.859,1995-05-19,10.771,23.630000000000003
12.775,1995-05-20,10.911,23.686
12.662,1995-05-21,11.065,23.727
12.559,1995-05-22,11.112,23.671
12.495,1995-05-23,11.198,23.692999999999998
12.436,1995-05-24,11.375,23.811
12.348,1995-05-25,11.484,23.832
12.335,1995-05-26,11.542,23.877000000000002
12.349,1995-05-27,11.652,24.000999999999998
12.298,1995-05-28,11.695,23.993000000000002
12.295,1995-05-29,11.809,24.104
12.268,1995-05-30,11.906,24.174
12.215,1995-05-31,11.958,24.173000000000002
12.096,1995-06-01,12.099,24.195
12.048,1995-06-02,12.204,24.252000000000002
11.995,1995-06-03,12.283,24.278
11.987,1995-06-04,12.432,24.419
11.969,1995-06-05,12.55,24.519
11.882,1995-06-06,12.668,24.549999999999997
11.844,1995-06-07,12.705,24.549
11.84,1995-06-08,12.72,24.560000000000002
11.753,1995-06-09,12.769,24.522
11.768,1995-06-10,12.863,24.631
11.657,1995-06-11,12.886,24.543
11.656,1995-06-12,12.896,24.552
11.583,1995-06-13,13.02,24.603
11.551,1995-06-14,13.064,24.615000000000002
11.523,1995-06-15,13.107,24.63
11.509,1995-06-16,13.112,24.621000000000002
11.399,1995-06-17,13.165,24.564
11.311,1995-06-18,13.293,24.604
11.314,1995-06-19,13.368,24.682000000000002
11.253,1995-06-20,13.617,24.87
11.147,1995-06-21,13.749,24.896
11.055,1995-06-22,13.905,24.96
11.08,1995-06-23,14.02,25.1
10.983,1995-06-24,14.073,25.056
11.016,1995-06-25,14.122,25.137999999999998
10.967,1995-06-26,14.241,25.208
10.895,1995-06-27,14.363,25.258
10.798,1995-06-28,14.4,25.198
10.704,1995-06-29,14.461,25.165
10.63,1995-06-30,14.541,25.171
10.423,1995-07-01,14.665,25.088
10.346,1995-07-02,14.792,25.137999999999998
10.294,1995-07-03,14.91,25.204
10.256,1995-07-04,14.974,25.23
10.137,1995-07-05,15.027,25.164
9.894,1995-07-06,15.081,24.975
9.754,1995-07-07,15.147,24.901
9.672,1995-07-08,15.164,24.836
9.655,1995-07-09,15.231,24.886
9.477,1995-07-10,15.37,24.847
9.389,1995-07-11,15.416,24.805
9.273,1995-07-12,15.53,24.802999999999997
9.197,1995-07-13,15.566,24.762999999999998
9.131,1995-07-14,15.7,24.831
9.029,1995-07-15,15.754,24.783
8.958,1995-07-16,15.732,24.689999999999998
8.88,1995-07-17,15.722,24.602
8.723,1995-07-18,15.711,24.434
8.645,1995-07-19,15.746,24.391
8.564,1995-07-20,15.859,24.423000000000002
8.496,1995-07-21,15.926,24.422
8.461,1995-07-22,16.083,24.543999999999997
8.39,1995-07-23,16.234,24.624000000000002
8.314,1995-07-24,16.403,24.717
8.158,1995-07-25,16.482,24.64
8.049,1995-07-26,16.508,24.557
7.988,1995-07-27,16.5,24.488
7.939,1995-07-28,16.564,24.503
7.813,1995-07-29,16.656,24.468999999999998
7.709,1995-07-30,16.763,24.472
7.586,1995-07-31,16.844,24.43
7.513,1995-08-01,16.899,24.412
7.378,1995-08-02,17.017,24.395
7.393,1995-08-03,17.099,24.492
7.298,1995-08-04,17.14,24.438000000000002
7.255,1995-08-05,17.151,24.406
7.196,1995-08-06,17.289,24.485
7.105,1995-08-07,17.38,24.485
7.008,1995-08-08,17.461,24.468999999999998
6.946,1995-08-09,17.652,24.598
6.898,1995-08-10,17.759,24.657
6.859,1995-08-11,17.794,24.653
6.791,1995-08-12,17.936,24.727
6.748,1995-08-13,17.992,24.740000000000002
6.721,1995-08-14,17.96,24.681
6.699,1995-08-15,17.867,24.566000000000003
6.651,1995-08-16,17.923,24.573999999999998
6.675,1995-08-17,17.957,24.632
6.624,1995-08-18,17.935,24.558999999999997
6.642,1995-08-19,17.957,24.599
6.614,1995-08-20,18.077,24.691000000000003
6.575,1995-08-21,18.123,24.698
6.551,1995-08-22,18.167,24.718000000000004
6.398,1995-08-23,18.174,24.572
6.369,1995-08-24,18.358,24.727
6.402,1995-08-25,18.261,24.663
6.357,1995-08-26,18.064,24.421
6.295,1995-08-27,18.016,24.311
6.306,1995-08-28,17.922,24.228
6.284,1995-08-29,17.947,24.230999999999998
6.264,1995-08-30,17.924,24.188
6.26,1995-08-31,17.985,24.244999999999997
6.189,1995-09-01,17.968,24.157
6.15,1995-09-02,18.006,24.156
6.076,1995-09-03,17.999,24.075
6.012,1995-09-04,18.038,24.05
6.013,1995-09-05,18.052,24.064999999999998
6.035,1995-09-06,18.076,24.111
6.016,1995-09-07,18.086,24.101999999999997
6.059,1995-09-08,18.099,24.158
6.02,1995-09-09,18.19,24.21
6.106,1995-09-10,18.271,24.377000000000002
6.116,1995-09-11,18.354,24.47
6.104,1995-09-12,18.379,24.483
6.068,1995-09-13,18.453,24.521
6.053,1995-09-14,18.427,24.48
6.054,1995-09-15,18.401,24.455
6.068,1995-09-16,18.417,24.485
6.039,1995-09-17,18.499,24.537999999999997
6.037,1995-09-18,18.52,24.557
6.087,1995-09-19,18.662,24.749
6.132,1995-09-20,18.606,24.738
6.116,1995-09-21,18.573,24.689
6.099,1995-09-22,18.526,24.625
6.106,1995-09-23,18.552,24.658
6.107,1995-09-24,18.589,24.695999999999998
6.075,1995-09-25,18.613,24.688
6.11,1995-09-26,18.762,24.872
6.121,1995-09-27,18.588,24.709000000000003
6.122,1995-09-28,18.487,24.608999999999998
6.075,1995-09-29,18.45,24.525
6.039,1995-09-30,18.539,24.578000000000003
6.163,1995-10-01,18.537,24.7
6.188,1995-10-02,18.558,24.746
6.2,1995-10-03,18.533,24.733
6.173,1995-10-04,18.474,24.647
6.256,1995-10-05,18.462,24.718
6.309,1995-10-06,18.418,24.727
6.375,1995-10-07,18.439,24.814
6.413,1995-10-08,18.375,24.788
6.488,1995-10-09,18.393,24.881
6.523,1995-10-10,18.383,24.906
6.605,1995-10-11,18.439,25.044
6.772,1995-10-12,18.466,25.238
7.011,1995-10-13,18.423,25.433999999999997
7.322,1995-10-14,18.322,25.644
7.65,1995-10-15,18.293,25.942999999999998
7.875,1995-10-16,18.263,26.138
8.031,1995-10-17,18.176,26.207
8.263,1995-10-18,18.065,26.328000000000003
8.435,1995-10-19,18.021,26.456000000000003
8.514,1995-10-20,17.992,26.506
8.706,1995-10-21,17.866,26.572
8.962,1995-10-22,17.765,26.727
9.116,1995-10-23,17.681,26.797
9.13,1995-10-24,17.55,26.68
9.211,1995-10-25,17.559,26.770000000000003
9.315,1995-10-26,17.483,26.798000000000002
9.438,1995-10-27,17.383,26.820999999999998
9.659,1995-10-28,17.349,27.008000000000003
9.818,1995-10-29,17.076,26.894
9.857,1995-10-30,17.091,26.948
9.919,1995-10-31,17.084,27.003
10.003,1995-11-01,17.004,27.007
10.104,1995-11-02,17.031,27.134999999999998
10.142,1995-11-03,16.865,27.006999999999998
10.127,1995-11-04,16.783,26.910000000000004
10.027,1995-11-05,16.728,26.755000000000003
10.081,1995-11-06,16.638,26.719
10.107,1995-11-07,16.599,26.706
10.21,1995-11-08,16.517,26.727
10.337,1995-11-09,16.485,26.822
10.31,1995-11-10,16.351,26.661
10.358,1995-11-11,16.183,26.541
10.425,1995-11-12,16.039,26.464000000000002
10.51,1995-11-13,16.018,26.528
10.493,1995-11-14,15.956,26.448999999999998
10.625,1995-11-15,15.904,26.529
10.806,1995-11-16,15.821,26.627
10.76,1995-11-17,15.627,26.387
10.889,1995-11-18,15.494,26.383
10.935,1995-11-19,15.318,26.253
10.951,1995-11-20,15.201,26.152
11.025,1995-11-21,15.139,26.164
11.012,1995-11-22,15.033,26.045
11.149,1995-11-23,14.9,26.049
11.258,1995-11-24,14.736,25.994
11.37,1995-11-25,14.564,25.933999999999997
11.505,1995-11-26,14.417,25.922
11.646,1995-11-27,14.248,25.894
11.832,1995-11-28,14.026,25.858
11.853,1995-11-29,13.822,25.674999999999997
11.976,1995-11-30,13.571,25.547
12.195,1995-12-01,13.422,25.617
12.305,1995-12-02,13.26,25.564999999999998
12.37,1995-12-03,13.059,25.429
12.445,1995-12-04,12.832,25.277
12.494,1995-12-05,12.734,25.228
12.501,1995-12-06,12.616,25.116999999999997
12.475,1995-12-07,12.504,24.979
12.462,1995-12-08,12.24,24.701999999999998
12.531,1995-12-09,12.084,24.615000000000002
12.656,1995-12-10,12.002,24.658
12.617,1995-12-11,11.855,24.472
12.558,1995-12-12,11.482,24.04
12.648,1995-12-13,11.236,23.884
12.707,1995-12-14,11.076,23.783
12.84,1995-12-15,10.882,23.722
13.003,1995-12-16,10.601,23.604
12.923,1995-12-17,10.415,23.338
12.93,1995-12-18,10.219,23.149
12.995,1995-12-19,9.943,22.938
13.133,1995-12-20,9.607,22.74
13.182,1995-12-21,9.46,22.642000000000003
13.22,1995-12-22,9.297,22.517000000000003
13.289,1995-12-23,9.004,22.293
13.305,1995-12-24,8.886,22.191
13.344,1995-12-25,8.841,22.185
13.363,1995-12-26,8.65,22.012999999999998
13.422,1995-12-27,8.511,21.933
13.583,1995-12-28,8.396,21.979
13.641,1995-12-29,8.297,21.938000000000002
13.707,1995-12-30,8.031,21.738
13.702,1995-12-31,7.837,21.539
13.804,1996-01-01,7.729,21.533
13.818,1996-01-02,7.618,21.436
13.786,1996-01-03,7.483,21.269
13.791,1996-01-04,7.344,21.135
13.839,1996-01-05,7.367,21.206
13.877,1996-01-06,7.161,21.038
14.007,1996-01-07,7.041,21.048000000000002
13.976,1996-01-08,6.891,20.867
13.941,1996-01-09,6.815,20.756
13.915,1996-01-10,6.737,20.652
13.95,1996-01-11,6.581,20.531
13.951,1996-01-12,6.354,20.305
14.095,1996-01-13,6.207,20.302
14.025,1996-01-14,6.089,20.114
14.037,1996-01-15,6.017,20.054000000000002
14.15,1996-01-16,5.875,20.025
14.22,1996-01-17,5.737,19.957
14.237,1996-01-18,5.689,19.926000000000002
14.318,1996-01-19,5.56,19.878
14.338,1996-01-20,5.361,19.698999999999998
14.256,1996-01-21,5.244,19.5
14.373,1996-01-22,5.061,19.433999999999997
14.423,1996-01-23,4.901,19.323999999999998
14.467,1996-01-24,4.818,19.285
14.598,1996-01-25,4.644,19.242
14.405,1996-01-26,4.559,18.964
14.527,1996-01-27,4.412,18.939
14.625,1996-01-28,4.372,18.997
14.532,1996-01-29,4.246,18.778
14.653,1996-01-30,4.137,18.79
14.673,1996-01-31,3.955,18.628
14.706,1996-02-01,3.717,18.423
14.798,1996-02-02,3.588,18.386
14.803,1996-02-03,3.5,18.303
14.818,1996-02-04,3.467,18.285
14.873,1996-02-05,3.433,18.305999999999997
14.974,1996-02-06,3.316,18.29
15.058,1996-02-07,3.227,18.285
15.164,1996-02-08,3.208,18.372
15.191,1996-02-09,3.202,18.393
15.224,1996-02-10,3.116,18.34
15.174,1996-02-11,3.1,18.274
15.119,1996-02-12,3.018,18.137
15.088,1996-02-13,2.998,18.086
15.162,1996-02-14,2.967,18.129
15.235,1996-02-15,2.821,18.056
15.087,1996-02-16,2.8,17.887
15.157,1996-02-17,2.821,17.978
15.272,1996-02-18,2.776,18.048000000000002
15.319,1996-02-19,2.705,18.024
15.455,1996-02-20,2.688,18.143
15.484,1996-02-21,2.69,18.174
15.398,1996-02-22,2.673,18.070999999999998
15.406,1996-02-23,2.666,18.072
15.386,1996-02-24,2.614,18.0
15.301,1996-02-25,2.597,17.898
15.234,1996-02-26,2.61,17.844
15.2,1996-02-27,2.66,17.86
15.218,1996-02-28,2.776,17.994
15.186,1996-02-29,2.799,17.985
15.23,1996-03-01,2.818,18.048000000000002
15.232,1996-03-02,2.941,18.173
15.277,1996-03-03,3.072,18.349
15.245,1996-03-04,3.071,18.316
15.284,1996-03-05,3.096,18.380000000000003
15.326,1996-03-06,3.214,18.54
15.334,1996-03-07,3.332,18.666
15.337,1996-03-08,3.472,18.809
15.259,1996-03-09,3.57,18.829
15.273,1996-03-10,3.672,18.945
15.214,1996-03-11,3.73,18.944
15.202,1996-03-12,3.832,19.034
15.214,1996-03-13,3.914,19.128
15.169,1996-03-14,3.991,19.16
15.188,1996-03-15,4.169,19.357
15.118,1996-03-16,4.243,19.361
15.07,1996-03-17,4.228,19.298000000000002
15.021,1996-03-18,4.312,19.333000000000002
